Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,238.321,-205.8947,90.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,575.2407,-331.78,-205.8947,90.0,495.561,h
334.177,0.0,1.9413,0.893,0.0003,575.2407,238.321,-205.8947,0.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.0003,-457.9161,-331.78,179.851,90.0,495.561,g
334.177,0.0,5.3233,0.0131,0.6752,575.2407,238.321,179.851,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,5.3233,0.893,0.0003,-457.9161,-331.78,-205.8947,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,575.2407,-331.78,179.851,90.0,1.2826,h
334.177,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,h
4.2835,256.382,1.9413,0.0131,0.6752,575.2407,238.321,179.851,0.0,495.561,g
4.2835,0.0,5.3233,0.0131,0.0003,575.2407,-331.78,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,-331.78,-205.8947,90.0,1.2826,h
334.177,0.0,5.3233,0.893,0.6752,575.2407,238.321,-205.8947,0.0,495.561,h
4.2835,0.0,1.9413,0.0131,0.0003,-457.9161,238.321,179.851,0.0,1.2826,g
4.2835,0.0,5.3233,0.0131,0.0003,-457.9161,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,575.2407,238.321,-205.8947,0.0,495.561,g
334.177,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.0,495.561,h
4.2835,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,-205.8947,0.0,495.561,g
4.2835,256.382,1.9413,0.0131,0.0003,575.2407,-331.78,-205.8947,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,90.0,495.561,g
334.177,0.0,1.9413,0.893,0.6752,575.2407,-331.78,179.851,90.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.0003,575.2407,238.321,-205.8947,0.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,256.382,5.3233,0.0131,0.0003,575.2407,-331.78,-205.8947,0.0,495.561,g
4.2835,0.0,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,90.0,495.561,g
334.177,256.382,5.3233,0.0131,0.0003,575.2407,238.321,-205.8947,0.0,495.561,h
334.177,256.382,5.3233,0.893,0.6752,575.2407,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,90.0,1.2826,h
4.2835,0.0,1.9413,0.893,0.6752,575.2407,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,5.3233,0.893,0.6752,575.2407,238.321,179.851,0.0,495.561,g
334.177,0.0,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,575.2407,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.893,0.0003,575.2407,-331.78,-205.8947,90.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.0003,-457.9161,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,1.9413,0.0131,0.6752,575.2407,238.321,179.851,0.0,1.2826,g
334.177,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,-205.8947,0.0,1.2826,h
4.2835,0.0,5.3233,0.893,0.6752,575.2407,-331.78,-205.8947,90.0,495.53738,g
334.177,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,g
334.177,0.0,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,90.0,495.561,g
334.177,0.0,1.9413,0.8490836,0.0003,575.2407,238.321,-205.8947,90.0,1.2826,h
4.2835,256.382,1.9413,0.0131,0.0003,575.2407,238.321,-205.8947,0.0,1.2826,h
4.2835,256.382,5.3233,0.0131,0.64864695,-457.9161,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,5.3233,0.893,0.0003,-457.9161,238.321,-205.8947,90.0,1.2826,h
4.2835,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,-205.8947,0.0,495.561,g
334.177,0.0,5.3233,0.0131,0.0003,575.2407,238.321,-205.8947,0.0,1.2826,g
4.2835,0.0,5.3233,0.0131,0.6752,-457.9161,238.321,-205.8947,90.0,495.561,h
4.2835,107.29309,1.9413,0.893,0.6752,575.2407,238.321,179.851,0.0,1.2826,g
4.2835,256.382,5.3233,0.6830494,0.6752,575.2407,238.321,179.851,0.0,1.2826,g
334.177,256.382,1.9413,0.0131,0.6752,575.2407,238.321,179.851,90.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,238.321,-205.8947,0.0,1.2826,g
334.177,256.382,5.3233,0.893,0.0003,-457.9161,238.321,179.851,0.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,90.0,495.561,g
334.177,0.0,5.3233,0.893,0.0003,-457.9161,238.321,179.851,90.0,495.561,h
334.177,256.382,5.3233,0.893,0.0003,29.644289,238.321,179.851,90.0,495.561,h
4.2835,256.382,1.9413,0.0131,0.6752,-457.9161,238.321,-205.8947,90.0,1.2826,h
4.2835,256.382,5.3233,0.893,0.029633923,-457.9161,-331.78,179.851,0.0,1.2848859,g
334.177,0.0,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,0.0,495.561,g
334.177,0.0,5.3233,0.893,0.0003,575.2407,238.321,-205.8947,0.0,1.2826,h
334.177,256.382,1.9413,0.0131,0.0003,337.79312,238.321,-205.8947,0.0,495.561,h
4.2835,0.0,5.3233,0.893,0.6752,-457.9161,238.321,-205.8947,90.0,1.2826,h
334.177,0.0,1.9413,0.893,0.6752,-457.9161,238.321,179.851,0.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6527418,-457.9161,-331.78,179.851,90.0,495.561,g
4.2835,256.382,1.9413,0.893,0.6752,575.2407,-17.144373,-205.8947,90.0,1.2826,h
4.2835,0.0,1.9413,0.0131,0.0003,575.2407,-331.78,179.851,90.0,495.561,h
4.2835,256.382,5.3233,0.0131,0.6752,575.2407,-331.78,-205.8947,0.0,495.561,g
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,1.2826,g
334.177,256.382,1.9413,0.893,0.0003,-457.9161,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,575.2407,-331.78,179.851,0.0,495.561,g
4.2835,0.0,5.3233,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,1.2826,h
4.2835,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,g
334.177,256.382,5.3233,0.0131,0.6752,575.2407,-331.78,179.851,0.0,495.561,g
4.2835,256.382,5.3233,0.0131,0.6752,575.2407,238.321,179.851,0.0,1.2826,g
4.2835,256.382,5.3233,0.0131,0.0003,575.2407,238.321,-205.8947,90.0,1.2826,h
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,90.0,1.2826,h
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,179.851,0.0,1.2826,h
334.177,256.382,5.3233,0.893,0.6752,575.2407,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,5.3233,0.893,0.0003,-457.9161,-331.78,179.851,90.0,495.561,h
334.177,0.0,1.9413,0.0131,0.6752,-457.9161,238.321,179.851,0.0,495.561,g
4.2835,256.382,1.9413,0.893,0.6752,575.2407,238.321,-205.8947,0.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.6752,61.523403,238.321,-205.8947,0.0,1.2826,g
334.177,0.0,1.9413,0.0131,0.0003,575.2407,-258.11963,179.851,0.0,1.2826,h
12.539554,0.0,5.3233,0.893,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
334.177,256.382,1.9413,0.0131,0.6752,575.2407,-331.78,-205.8947,0.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,575.2407,-331.78,-205.8947,90.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,575.2407,-331.78,-205.8947,90.0,495.561,g
4.2835,0.0,1.9413,0.0131,0.6752,-457.9161,238.321,-205.8947,0.0,1.2826,g
4.2835,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,-205.8947,90.0,1.2826,h
4.2835,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,495.561,g
4.2835,0.0,1.9413,0.893,0.0003,575.2407,-331.78,-205.8947,90.0,495.561,g
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,575.2407,-331.76944,-205.8947,0.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,575.2407,238.321,179.851,90.0,495.561,h
4.2835,0.0,1.9413,0.0131,0.0003,575.2407,238.321,-205.8947,90.0,1.2826,h
4.2835,256.382,5.3233,0.0131,0.0003,575.2407,238.321,-205.8947,0.0,1.2826,g
334.177,256.382,1.9413,0.0131,0.0003,575.2407,238.321,179.851,0.0,495.561,g
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,h
334.177,0.0,1.9413,0.893,0.6752,575.2407,-331.78,179.851,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,575.2407,-331.78,179.851,0.0,495.561,g
334.177,256.382,2.1493409,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,1.2826,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,0.0,495.561,g
334.177,0.0,5.3233,0.893,0.0003,-457.9161,-331.78,-205.8947,0.0,1.2826,g
334.177,0.0,1.9413,0.893,0.0003,-457.9161,-331.78,-205.8947,90.0,495.561,g
334.177,0.0,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,1.2826,g
4.2835,0.0,2.3133976,0.893,0.0003,-457.9161,238.321,179.851,0.0,495.561,g
4.2835,256.382,1.9413,0.893,0.0003,-457.9161,238.321,-205.8947,0.0,1.2826,h
4.2835,256.382,5.3233,0.0131,0.0003,574.8718,-331.78,179.851,0.0,1.2826,g
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,0.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,238.321,-205.8947,0.0,1.2826,h
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,90.0,1.2826,h
334.177,0.0,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,90.0,495.561,g
4.2835,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,575.2407,238.321,179.851,90.0,1.2826,h
334.177,0.0,5.3233,0.893,0.6752,-457.9161,-331.78,179.851,0.0,495.561,h
334.177,0.0,5.3233,0.893,0.6752,-457.9161,238.321,179.851,0.0,495.561,g
4.2835,256.382,5.3233,0.893,0.0003,575.2407,238.321,179.851,90.0,495.561,h
4.2835,0.0,5.3233,0.893,0.0003,575.2407,238.321,179.851,90.0,1.2826,h
334.177,0.0,1.9413,0.0131,0.0003,-457.9161,-331.78,-205.8947,0.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.0,495.561,h
334.177,256.382,1.9413,0.0131,0.6752,575.2407,-331.78,-205.8947,0.0,495.561,g
334.177,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,256.382,1.9413,0.893,0.6752,575.2407,238.321,179.851,90.0,1.2826,h
4.2835,0.0,1.9413,0.0131,0.0003,575.2407,238.321,179.851,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,575.2407,-331.78,179.851,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,-205.8947,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,495.561,g
334.177,256.382,1.9413,0.0131,0.0003,575.2407,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,90.0,1.2826,h
4.2835,0.0,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,90.0,1.2826,h
334.177,256.382,1.9413,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,1.2826,h
334.177,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,h
334.177,256.382,5.3233,0.893,0.0003,575.2407,238.321,179.851,0.0,1.2826,h
334.177,256.382,5.3233,0.893,0.0003,-457.9161,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,g
4.2835,256.382,1.9413,0.0131,0.0003,574.2652,238.321,-205.8947,90.0,1.2826,h
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,495.561,h
334.177,0.0,5.3233,0.893,0.0003,575.2407,238.321,179.851,90.0,1.2826,h
334.177,0.0,5.3233,0.893,0.0003,575.2407,-331.78,-205.8947,90.0,1.2826,h
334.177,0.0,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,256.382,1.9413,0.893,0.6752,575.2407,-331.78,179.851,0.0,1.2826,g
4.2835,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,238.321,179.851,0.0,1.2826,h
4.2835,0.0,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,90.0,1.2826,g
4.2835,256.382,5.3233,0.893,0.6752,-457.9161,238.321,179.63815,90.0,495.561,g
4.2835,256.382,1.9413,0.0131,0.0003,575.2407,-331.78,179.851,90.0,1.2826,h
4.2835,0.0,1.9437499,0.893,0.6752,575.2407,238.321,179.851,90.0,1.2826,g
4.2835,256.382,5.3233,0.0131,0.6752,575.2407,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,575.2407,238.321,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,-331.78,-205.8947,90.0,495.561,h
334.177,0.0,5.3233,0.893,0.6752,-457.9161,-331.78,179.851,90.0,495.561,h
334.177,0.0,1.9413,0.0131,0.0003,575.2407,-331.78,179.851,0.0,1.2826,g
334.177,0.0,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,0.0,1.9413,0.013118165,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,g
4.2835,0.0,5.3233,0.893,0.6752,575.2407,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,0.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,575.2407,238.321,-205.8947,90.0,1.2826,h
334.177,256.382,5.3233,0.0131,0.6752,-457.9161,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.0003,575.2407,-331.78,179.851,0.0,1.2826,g
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,90.0,495.561,h
4.2835,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,h
4.2835,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,179.851,0.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,575.2407,-331.78,179.851,0.0,1.2826,h
4.2835,0.0,1.9413,0.0131,0.0003,575.2407,238.321,179.851,0.0,495.561,g
334.177,0.0,5.3233,0.0131,0.0003,575.2407,-331.78,179.851,90.0,1.2826,h
334.177,256.382,5.3233,0.0131,0.6752,575.2407,-331.78,179.851,90.0,1.2826,h
4.2835,256.382,1.9413,0.893,0.0003,-457.9161,238.321,179.851,0.0,1.2826,g
334.177,0.0,5.3233,0.893,0.6752,-457.9161,-331.78,-205.8947,90.0,1.2826,h
4.2835,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,-205.8947,90.0,1.2826,h
334.177,256.382,1.9413,0.0131,0.00040061228,-457.9161,-331.78,179.851,0.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,-205.8947,0.0,495.561,g
334.177,256.382,5.3233,0.0131,0.0003,575.2407,-331.78,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,238.321,179.851,90.0,1.2826,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,h
4.2835,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,g
334.177,256.382,1.9413,0.893,0.6752,-457.9161,238.321,179.851,68.20278,1.2826,h
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,0.0,495.561,g
4.2835,256.382,1.9413,0.893,0.40482002,-457.9161,238.321,179.851,0.0,1.2826,g
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,495.561,g
334.177,0.0,1.9413,0.893,0.0003,575.2407,238.321,-205.8947,0.0,495.561,g
334.177,256.382,5.3233,0.893,0.6752,-457.9161,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,-331.78,179.851,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,-331.78,-205.8947,90.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.6752,-457.9161,-331.78,-205.8947,0.0,1.2826,g
4.2835,0.0,1.9413,0.893,0.6752,575.2407,-331.78,179.851,0.0,1.2826,g
4.2835,0.0,1.9413,0.0131,0.0003,575.2407,238.321,-205.8947,90.0,1.2826,g
334.177,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.13567416,-457.9161,238.321,179.851,0.0,495.561,h
4.2835,256.382,5.3233,0.0131,0.0003,575.2407,238.321,-205.8947,0.0,1.2826,g
334.177,0.0,5.3233,0.0131,0.0003,-457.9161,-331.78,179.851,90.0,495.561,g
4.2835,0.0,5.3233,0.893,0.6752,-457.9161,238.321,-205.8947,90.0,1.2826,h
4.2835,256.382,5.3233,0.0131,0.6752,575.2407,238.321,-205.8947,0.0,1.2826,g
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,90.0,1.2826,g
334.177,256.382,5.3233,0.893,0.0003,-457.9161,-331.78,-205.8947,0.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,-205.8947,0.0,1.2826,h
4.2835,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,0.0,495.561,h
4.2835,256.382,5.3233,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,1.2826,h
334.177,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,495.561,h
4.2835,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,g
334.177,256.382,1.9413,0.0131,0.0003,-457.9161,-331.78,179.851,0.0,1.2826,g
4.2835,0.0,5.3233,0.893,0.0003,-457.9161,238.321,179.851,0.0,495.561,g
334.177,256.382,5.3233,0.0131,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
4.2835,256.382,1.9413,0.893,0.6752,575.2407,-331.78,179.851,0.0,495.561,g
4.2835,256.382,1.9413,0.893,0.6752,575.2407,238.321,179.851,0.0,495.561,h
334.177,0.0,5.3233,0.0131,0.0003,575.2407,238.321,-205.8947,90.0,1.2826,h
4.2835,0.0,5.3233,0.0131,0.6752,-457.9161,238.321,-205.8947,90.0,1.2826,h
4.2835,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,179.851,0.0,1.2826,g
4.2835,256.382,1.9413,0.893,0.6752,575.2407,238.321,179.851,90.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.0003,-457.9161,-331.78,-205.8947,90.0,1.2826,g
4.2835,256.382,5.3233,0.893,0.0003,-457.9161,-331.78,-205.8947,0.0,495.561,g
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,-205.8947,0.0,495.561,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,0.0,495.561,g
4.2835,0.0,5.3233,0.893,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
4.2835,256.382,1.9413,0.893,0.6752,13.448981,-331.78,179.851,90.0,1.2826,g
4.2835,0.0,5.3233,0.893,0.6752,575.2407,238.321,179.851,0.0,1.2826,g
4.2835,256.382,1.9413,0.893,0.6751933,-457.9161,238.321,-205.8947,90.0,1.2826,h
4.2835,0.0,1.9413,0.893,0.0003,-457.9161,-331.78,179.851,90.0,1.2826,h
334.177,0.0,5.3233,0.893,0.6752,575.2407,-331.78,179.851,90.0,495.561,h
4.2835,256.382,1.9413,0.893,0.0003,575.2407,238.321,-205.8947,90.0,1.2826,h
334.177,256.382,1.9413,0.0131,0.0003,575.2407,-331.78,-205.8947,0.0,1.2826,g
4.2835,256.382,5.3233,0.893,0.04467904,-457.9161,-331.78,179.851,0.0,495.561,h
334.177,256.382,2.0961535,0.0131,0.0003,575.2407,-331.78,179.851,0.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,90.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,238.321,179.851,90.0,495.561,h
4.2835,0.0,5.3233,0.893,0.6752,-457.9161,238.321,179.851,90.0,495.561,h
334.177,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,-205.8947,90.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.6752,575.2407,-331.78,179.851,90.0,1.2826,h
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,h
4.2835,256.382,1.9413,0.0131,0.6752,575.2407,238.321,179.851,0.0,1.2826,g
4.2835,256.31702,1.9413,0.893,0.0003,-457.9161,-331.78,179.851,0.0,1.2826,g
334.177,256.382,1.9413,0.893,0.0003,575.2407,238.321,179.851,90.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.6752,-457.9161,-331.78,-205.8947,0.0,1.2826,h
334.177,0.0,1.9413,0.0131,0.0003,575.2407,238.321,179.851,90.0,1.2826,h
4.2835,0.0,5.3233,0.893,0.0003,575.2407,-331.78,-205.8947,0.07135082,495.561,g
4.2835,0.0,1.9413,0.893,0.0003,575.2407,238.321,179.851,90.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,g
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
4.2835,256.382,5.3233,0.893,0.6752,-457.9161,230.25294,-205.8947,90.0,1.2826,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,179.851,0.0,495.561,g
4.2835,0.0,1.9413,0.893,0.0003,575.2407,-331.78,-205.8947,0.0,1.2826,g
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,-331.78,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.893,0.0003,575.2407,-331.78,-205.8947,0.0,1.2826,g
334.177,256.382,5.3233,0.0131,0.0003,575.2407,238.321,-205.8947,90.0,495.561,h
334.177,256.382,5.3233,0.893,0.0003,575.2407,238.321,179.851,0.0,495.561,h
334.177,256.382,5.3233,0.0131,0.6752,575.2407,238.321,-60.061214,90.0,495.561,h
4.2835,0.0,5.3233,0.893,0.0003,575.2407,238.321,179.851,90.0,1.2826,h
334.177,256.382,5.3233,0.0131,0.0003,-457.9161,238.321,179.851,0.0,495.561,h
4.2835,256.382,1.9413,0.893,0.6752,-457.9161,238.321,-205.8947,0.0,495.561,g
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,-331.78,-205.8947,90.0,1.2826,h
4.2835,256.382,1.9413,0.0131,0.0003,-457.9161,238.321,-205.8947,90.0,1.2826,h
334.177,0.0,5.3233,0.0131,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
4.2835,256.382,5.3233,0.893,0.0003,575.2407,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,-331.78,-205.8947,90.0,1.2826,g
334.177,256.382,1.9413,0.893,0.6752,575.2407,-331.78,179.851,0.0,495.561,g
4.2835,17.619635,5.3233,0.0131,0.6752,575.2407,238.321,-205.8947,90.0,1.2826,h
4.2835,256.33017,1.9413,0.893,0.0003,575.2407,238.321,-205.8947,90.0,1.2826,h
334.177,256.382,1.9413,0.893,0.0003,-457.9161,238.321,179.851,90.0,495.561,h
4.2835,0.0,1.9413,0.893,0.0003,575.2407,238.321,179.851,90.0,1.2826,h
334.177,0.0,5.3233,0.0131,0.0003,575.2407,-331.78,-205.8947,89.70325,1.2826,g
4.2835,0.0,5.3233,0.893,0.6752,-457.9161,238.321,179.851,90.0,1.2826,h
4.2835,0.0,1.9413,0.893,0.6752,-457.9161,238.321,-205.8947,90.0,495.561,g
4.2835,0.0,1.9413,0.0131,0.6752,575.2407,-331.78,179.851,90.0,1.2826,g
334.177,0.0,5.3233,0.893,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
334.177,256.382,5.3233,0.0131,0.6752,-457.9161,-259.34006,179.851,0.0,495.561,h
334.177,0.0,1.9413,0.8882593,0.0003,575.2407,-331.78,179.851,0.0,1.2826,g
4.2835,256.382,1.9413,0.0131,0.6752,-457.9161,-331.78,-205.8947,90.0,495.561,h
334.177,0.0,5.3233,0.893,0.6752,575.2407,-331.78,179.851,0.0,495.561,h
4.2835,256.382,5.3233,0.0131,0.6752,575.2407,238.321,179.851,0.0,495.561,g
334.177,0.0,5.3233,0.0131,0.0003,-457.9161,238.321,-205.8947,90.0,495.561,h
4.2835,0.0,1.9413,0.013277555,0.0003,575.2407,238.321,-205.8947,90.0,495.561,g
4.2835,0.0,1.9413,0.893,0.6752,575.2407,-331.78,179.851,90.0,1.2826,g
334.177,0.0,1.9413,0.0131,0.6752,-457.9161,-331.78,-205.8947,0.0,495.561,h
4.2835,0.0,5.3233,0.0131,0.6752,-457.9161,-331.78,179.851,90.0,495.561,h
334.177,0.0,1.9413,0.893,0.6752,575.2407,238.321,-205.8947,90.0,495.561,h
4.2835,256.382,5.3233,0.0131,0.6752,-457.9161,238.321,179.851,0.0,495.561,h
