LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
80000.0,2,1,1,42.0,0,0,0,0,0,0,47864.82,47403.727,45724.473,42954.867,41429.598,42470.152,2400.0,2058.6028,1887.1622,1850.8506,1822.8396,2000.0,0
60000.0,2,3,1,40.0,0,0,0,0,0,0,50662.613,50303.562,50007.73,48322.184,46252.566,46067.547,2705.7036,2500.0,2549.2625,2000.0,2000.0,1993.2887,0
50000.0,1,2,2,28.0,0,0,0,0,0,0,24645.861,24706.512,26015.688,26372.227,26105.408,27602.648,1705.5256,1774.5985,1500.0,1399.9504,1512.6693,1397.8152,0
50000.0,1,2,2,26.0,2,0,0,0,0,0,43561.664,41413.46,38047.016,32803.617,29665.623,28989.828,2037.6416,2303.1182,2000.0,1539.3514,1600.0,1500.0,0
10000.0,1,3,3,21.0,2,0,2,-2,0,0,-165580.0,-69777.0,1664089.0,891586.0,-81334.0,961664.0,873552.0,1684259.0,0.0,621000.0,426529.0,0.0,1
50000.0,2,2,2,30.0,1,2,0,0,0,0,45384.258,41331.855,34747.746,29511.316,28365.87,27836.121,1425.5231,1623.0697,1420.0151,1200.0,1299.6101,1032.5424,0
50000.0,2,2,1,33.0,0,0,0,2,2,2,10814.31,11951.354,10759.381,9431.226,11572.666,11142.52,1652.8639,2767.492,0.0,2938.2012,0.0,1000.0,0
50000.0,1,2,1,45.0,0,0,0,0,0,0,30121.623,30793.64,28095.004,27126.81,26005.006,23701.354,2000.0,2000.0,1277.1196,1099.979,1000.0,933.1986,0
210000.0,2,3,1,33.0,-2,-2,-2,-2,-1,-2,7722.8706,3793.8828,4461.2046,7465.3423,2560.444,2557.318,2838.8125,4997.2227,5004.6855,2815.8484,2000.0,1200.0,0
190000.0,2,1,1,38.0,-1,2,-1,-1,-1,-1,3185.3916,390.0,853.13666,1221.3888,1304.7256,780.0,0.0,1139.3009,1000.0,2000.0,913.8612,551.47943,0
200000.0,2,1,1,42.0,-1,-1,-1,-1,-1,-1,1067.3708,639.102,837.16595,1190.2063,827.2971,778.125,752.2126,1128.7272,1500.0,1000.0,1000.0,1100.0,0
100000.0,2,2,2,29.0,-1,0,0,0,0,0,38422.258,43145.668,41917.29,38071.68,38469.914,35908.652,2000.0,2016.0188,1995.5385,1695.3873,1938.9834,1895.8208,0
140000.0,1,2,1,37.0,0,0,0,0,0,0,62134.12,59956.535,59527.496,57685.82,51383.03,51657.2,3000.0,3007.5068,2515.4226,2073.9326,2382.311,2362.0664,0
130000.0,2,1,2,37.0,0,0,0,0,0,0,81283.164,80480.484,78463.38,76736.98,73504.49,70751.88,4000.0,3630.4543,3000.0,2893.594,2801.0627,3000.0,0
210000.0,2,1,2,30.0,0,0,0,0,0,0,29046.982,28586.822,27505.764,27157.533,26019.707,25148.285,1875.8893,1802.3475,1500.0,1200.0,1323.7583,1470.4357,0
100000.0,2,2,2,28.0,0,0,0,0,2,2,77064.836,77533.875,76825.82,79441.72,83845.62,85992.66,3404.5227,4559.5806,3384.3542,3000.0,2918.761,4000.0,0
100000.0,1,3,2,34.0,0,0,0,0,0,0,80924.41,79696.61,79563.06,78981.81,76684.945,77995.23,3943.6052,3500.0,3003.5476,3593.8254,3198.069,3000.0,0
80000.0,2,2,2,34.0,0,0,0,0,0,0,56753.824,55404.36,52212.02,50650.32,47657.29,47241.56,2506.663,2300.0,2000.0,2000.0,2000.0,2000.0,0
30000.0,2,3,2,31.0,2,2,0,0,0,0,18518.785,20311.918,19840.701,18595.049,18472.184,18901.865,1509.8191,1506.8364,1127.5435,1000.0,1000.0,1000.0,0
180000.0,2,2,1,39.0,0,0,0,0,0,0,59087.605,58362.184,58509.8,54931.24,51162.652,50800.027,3323.6753,3000.0,2007.8792,2000.0,2043.1455,2413.2046,0
140000.0,2,2,1,32.0,0,0,0,0,0,0,56009.926,51163.535,50166.72,49118.785,46214.66,46877.92,2006.2999,2200.0,2000.0,1600.0,1808.6328,2000.0,1
50000.0,1,2,1,48.0,0,0,0,0,0,0,52396.168,50639.883,50089.43,49106.13,45682.13,45210.67,2504.7883,2324.2175,2000.0,2000.0,1800.0,2099.725,0
70000.0,1,3,3,34.0,0,0,0,0,0,0,34163.85,32083.297,30398.336,30237.422,29322.252,29505.91,1844.06,2000.0,1423.846,1300.0,1515.9421,1102.6256,0
100000.0,2,2,2,35.0,0,0,0,0,0,0,72654.77,71022.41,69416.77,69677.43,65308.293,66689.74,3196.9277,3000.0,2550.7798,2935.7603,2654.9631,2737.6777,0
20000.0,1,3,1,40.0,0,0,0,0,0,0,15812.849,16629.527,17065.768,16609.18,14744.781,14630.072,1438.6438,1394.7798,850.5611,628.0951,611.29443,800.0,0
60000.0,1,1,2,26.0,0,0,0,0,0,0,51828.754,49453.414,46952.824,43124.047,35404.156,33121.957,2378.34,2622.4177,1800.0,1606.9205,1535.2019,1501.5369,0
100000.0,1,1,2,35.0,0,0,0,0,2,2,68125.414,73473.51,68720.9,70650.836,75513.336,76197.66,4000.0,3112.8577,3000.0,3112.4695,3000.0,3000.0,0
50000.0,2,2,1,35.0,0,0,0,0,0,0,46761.055,45489.562,45424.15,40537.14,36452.535,36969.465,2390.9543,2407.5222,2257.297,2000.0,2000.0,2638.9712,0
80000.0,2,2,2,34.0,0,0,0,0,0,0,61432.8,61185.105,58575.76,57425.883,51773.766,51688.754,3000.0,3000.0,2061.8494,2001.261,2000.0,2100.0,0
80000.0,1,2,1,33.0,0,0,0,0,0,0,59049.977,59155.195,54994.336,51932.664,49122.516,49396.945,2611.2434,2758.8394,2000.0,1788.068,2000.0,2000.0,0
50000.0,2,2,2,26.0,0,0,2,0,0,0,45459.13,45878.35,45375.152,40352.27,36575.08,36771.785,2500.0,1703.0399,1656.145,1800.0,1700.0,1600.0,1
200000.0,2,3,2,36.0,0,0,0,0,0,0,49516.457,49631.965,47748.27,44445.1,39883.355,39875.3,2938.1606,2500.0,2720.2156,2000.0,2000.0,1803.5535,0
180000.0,2,1,2,34.0,-1,-1,-1,-1,-1,-1,889.5823,1822.7649,1482.6078,2020.5304,2006.8745,0.0,2000.0,1677.9457,2000.0,1998.3481,0.0,2753.0498,0
80000.0,2,1,1,29.0,0,0,0,0,0,0,56314.344,54586.88,52103.76,50487.906,49133.918,49848.2,2690.0625,3000.0,2402.4404,2000.0,1968.8268,2798.9802,0
170000.0,2,2,1,38.0,-1,-1,-1,-1,-1,-1,1133.754,722.44293,1021.8576,1236.5094,906.7209,1280.2574,1134.9952,1472.8882,1600.5651,1084.0012,1200.0,1104.4707,0
120000.0,2,1,1,29.0,-1,-1,0,-1,-1,-1,2500.0,5379.79,4757.4023,3942.3142,2811.242,2419.2297,5276.0396,2511.365,3036.0093,2500.0,2000.0,2000.0,0
210000.0,2,1,2,32.0,0,0,-1,0,0,0,4951.9727,5454.483,4427.981,6332.6206,5915.373,4850.1577,3000.0,4500.0,2000.0,1819.8757,1408.6736,1871.091,0
120000.0,2,1,2,28.0,0,0,0,0,0,0,58030.254,55794.61,52657.836,52526.49,51720.75,50201.805,2455.969,2500.0,2126.3271,1967.0859,2000.0,2000.0,0
130000.0,1,2,2,36.0,0,0,0,0,0,0,121759.61,119162.79,116059.055,113523.68,106347.16,104327.2,4981.2544,5000.0,5002.886,4000.0,3500.0,3320.774,0
210000.0,2,2,2,30.0,0,0,0,0,0,0,152737.83,149448.55,139104.7,132926.69,124123.32,128234.914,6000.0,5569.9473,5000.0,5000.0,6043.4663,4000.0,0
90000.0,1,2,2,29.0,0,0,0,0,0,0,82173.195,80139.72,74113.5,69985.555,60452.23,58804.93,3301.478,3300.0,3000.0,2007.4104,2000.0,2000.0,0
110000.0,2,2,2,28.0,0,0,0,0,0,0,47612.53,45984.84,45395.54,42963.973,39577.22,39889.473,2000.0,2212.2026,1800.0,1800.0,1810.0868,2000.0,0
70000.0,2,2,1,29.0,2,2,2,2,0,0,44923.344,44368.477,39578.29,37531.33,35648.1,34431.758,2400.0,2000.0,1300.0,1949.5894,2000.0,1082.8785,0
110000.0,2,2,1,29.0,0,0,0,0,0,0,45799.504,43326.03,38642.434,36259.91,33132.137,32498.086,2000.0,2000.0,1998.2493,1930.4644,1500.0,2000.0,0
180000.0,2,2,1,35.0,0,0,0,0,0,0,85361.54,84734.83,82819.02,82498.21,79875.81,79510.34,3411.3403,3287.9617,3100.0,3000.0,3006.4714,3000.0,0
80000.0,2,2,1,37.0,2,0,0,0,0,0,46352.383,46231.336,43467.223,39668.42,35758.24,37746.004,2048.0552,2000.0,1860.9984,1834.5798,1500.0,2000.0,1
200000.0,2,1,2,33.0,0,0,0,0,0,0,73715.22,71221.664,69550.5,70544.85,68390.734,66411.79,3651.9028,5000.0,4971.9062,4500.0,3896.4255,4179.8296,0
260000.0,2,1,2,39.0,-2,-2,-2,-2,-2,-2,2397.6511,1500.3257,2373.8215,4257.2515,2728.9902,3975.562,2000.0,2252.107,3624.6194,3000.0,3646.0085,3114.5842,0
70000.0,1,2,2,26.0,0,0,0,0,0,0,60749.637,60556.977,58972.145,56212.312,50538.184,50426.516,2500.0,3000.0,2283.6504,2000.0,2100.0,2699.281,0
1000000.0,1,3,1,79.0,1,0,-2,-2,0,-2,-165580.0,983931.0,-157264.0,-170000.0,-81334.0,-339603.0,0.0,0.0,896040.0,621000.0,426529.0,528666.0,0
50000.0,2,2,1,40.0,0,0,0,0,0,0,43310.84,43330.992,43149.797,39451.895,37601.195,39545.016,2249.1436,2148.5088,2048.1562,1779.1953,1686.0645,2000.0,0
200000.0,1,2,2,38.0,-1,-1,-1,0,0,0,5815.098,4612.0054,18235.463,18919.807,17352.537,12653.033,3718.8577,14809.63,4426.429,1500.0,1300.0,2807.8428,0
50000.0,1,2,2,27.0,0,0,0,0,0,0,50543.047,50099.445,48748.13,46389.496,40741.055,40759.746,2429.0068,2402.9429,2000.0,1720.9435,2000.0,1536.0698,0
80000.0,1,1,2,32.0,0,0,0,0,0,0,33376.684,32640.98,31107.445,30529.537,29381.69,29873.676,2064.7249,2063.9812,2000.0,1500.0,1736.1519,2008.23,0
140000.0,2,2,1,31.0,0,-2,-2,0,0,-2,51618.184,48516.703,43324.617,42134.293,30821.094,30497.11,3016.7922,3000.0,3000.0,2000.0,1838.2432,3000.0,0
40000.0,2,2,1,27.0,0,0,0,0,0,0,24914.877,25043.043,24910.48,23389.893,21642.527,20309.645,1747.7477,1599.9827,1300.0,1000.0,1000.0,1062.8889,0
250000.0,2,3,1,42.0,-1,-1,-1,-1,-1,-1,3146.0466,2753.0786,2754.341,2117.047,1748.8146,2172.6687,3000.0,3000.0,2000.0,2050.7603,2000.0,3000.0,0
120000.0,1,3,2,38.021072,0,0,0,0,0,0,81021.984,77658.375,71601.47,67731.76,59194.34,57833.938,3280.833,3064.2874,2500.0,2182.7349,2399.1663,2320.9075,0
80000.0,1,2,1,38.0,0,0,0,0,0,0,58568.223,55578.816,51350.715,50059.168,47531.43,46910.32,2774.0735,2496.8228,2000.1556,1800.0,2000.0,2000.0,0
50000.0,2,3,1,36.0,0,0,2,0,0,0,27355.516,31452.367,27935.807,26080.432,22958.803,22410.383,3676.9387,0.0,1300.0,1004.1835,1676.5201,1000.0,0
30000.0,2,3,1,39.0,2,2,0,0,0,0,30810.469,31332.86,26794.84,26361.828,25452.875,21028.05,1600.0,2000.0,2000.0,0.0,1000.0,1150.8042,1
80000.0,2,3,2,36.0,0,0,0,0,0,0,30049.393,28946.645,28350.732,28594.059,27431.68,28093.488,1800.0,1784.4131,2000.0,1584.9596,1800.0,1479.4276,0
1000000.0,2,1,1,79.0,1,-2,4,4,4,0,964511.0,983931.0,1664089.0,891586.0,927171.0,961664.0,873552.0,1684259.0,896040.0,621000.0,426529.0,528666.0,1
80000.0,2,2,1,31.0,0,0,0,0,0,0,40831.51,40866.24,37183.277,32025.492,29470.943,29085.926,2000.0,2000.0,1367.395,1303.831,1159.237,1136.0326,0
250000.0,2,2,1,38.0,0,-1,0,0,0,-1,4041.1523,2648.4736,5560.0737,7492.5776,6771.0815,3078.9192,1884.7327,3000.0,2000.0,2531.0098,2500.0,2200.0,0
150000.0,1,3,2,33.0,0,0,0,0,0,0,42542.176,40759.277,38122.26,35593.633,31545.662,32306.758,2100.0,2226.4795,2000.0,1688.1965,2298.3171,1462.3723,0
230000.0,2,2,2,33.0,-1,-1,-1,-1,-1,-1,12813.256,8790.265,16788.562,15500.729,14250.796,11721.786,5030.582,15000.0,8119.069,8380.32,5183.3457,5053.793,0
100000.0,2,2,1,40.0,0,0,0,0,0,0,50365.66,50725.656,48509.156,46498.83,42495.613,42839.02,2226.0044,2441.1235,1753.3965,1600.0,2000.0,2000.0,0
80000.0,1,1,2,31.0,1,2,2,2,2,2,2679.2139,2334.8918,1870.3638,2486.762,1475.6631,390.0,0.0,0.0,300.0,0.0,0.0,0.0,1
80000.0,2,2,1,36.0,0,0,0,-1,0,0,70879.35,68931.266,61927.125,56948.695,65248.96,63339.95,3196.3032,3000.0,3123.0737,3000.0,2500.0,2996.9329,1
46906.684,1,2,1,31.0,0,0,0,0,0,0,26122.143,26795.227,25348.094,25115.021,23543.111,25426.2,1747.6736,1551.3601,1400.0,1000.0,1000.0,1231.8156,1
50000.0,1,3,2,31.0,2,0,0,0,0,0,34795.008,32187.352,29675.143,28150.383,27209.244,26974.898,2000.0,1907.4437,1500.0,1374.7651,1500.0,1006.9207,0
30000.0,2,2,2,28.0,0,0,2,2,2,0,25358.74,26957.965,27758.21,28771.035,27041.79,27235.998,2405.8457,1552.3502,1254.6079,900.0,1000.0,1200.0,0
120000.0,2,2,2,25.0,0,0,0,0,0,0,9786.898,9533.18,10431.183,11780.088,14144.089,12930.865,1750.0538,2000.0,2000.0,2000.0,2000.0,1962.5586,0
50000.0,2,3,2,37.0,0,0,0,0,0,0,33361.59,31885.967,29818.744,27908.812,24800.947,24612.293,1809.8933,2000.0,1200.3845,1075.1292,1184.0984,1000.0,0
60000.0,2,2,2,34.0,1,0,0,0,0,0,65793.11,61132.82,59249.914,56567.195,49584.81,49705.18,2877.701,2702.9326,2700.0,2000.0,2000.0,1211.0209,1
50000.0,1,2,2,33.0,0,0,0,0,0,0,30138.375,29596.42,29189.748,28573.15,28092.16,27026.182,1832.2927,2000.0,1500.0,1036.5298,1661.4958,0.0,0
30000.0,1,3,1,37.0,0,0,0,0,2,0,19017.01,19557.893,19585.406,19895.203,18974.082,18696.828,1599.5613,1402.1403,1088.9097,974.54694,968.4253,1000.0,0
50000.0,2,2,2,33.0,0,0,0,0,0,0,45749.0,45543.957,41097.465,37260.7,30842.432,31305.775,2029.6091,2000.0,1600.0,1397.8192,1308.5857,1688.318,1
80000.0,1,2,1,34.0,0,0,0,0,0,0,67970.67,68347.11,62293.074,59396.67,54829.137,53466.98,3000.0,3000.0,2500.0,2186.435,2500.0,2035.6265,0
80000.0,2,1,1,36.0,0,0,0,0,0,0,53484.99,52594.27,50453.31,49540.5,48123.51,48273.293,2500.0,2271.3152,2000.0,2000.0,2000.0,2000.0,1
230000.0,2,1,1,36.0,-1,-1,-1,-1,-1,-1,3077.8347,1025.5635,1079.2394,2062.7566,2153.6025,1551.7518,1316.095,1305.9318,2050.654,2500.0,1889.427,1393.5032,0
50000.0,2,2,1,30.0,0,0,0,0,0,0,27167.994,27762.568,26637.398,25158.71,23722.58,22673.139,1876.8395,1970.194,1497.6504,1000.0,1000.0,1025.0176,0
50000.0,2,1,1,32.0,0,0,0,0,0,0,40351.094,37865.14,36630.664,33561.723,32882.0,34334.977,2250.0134,2040.6083,1896.2761,1500.0,1800.0,1599.8927,0
110000.0,2,3,2,32.0,0,0,0,0,0,0,80857.46,80204.836,79656.97,77474.984,72048.805,74210.04,3046.1042,3500.0,3004.2622,3000.0,2529.4985,3000.0,0
160000.0,1,3,2,34.0,0,0,0,0,0,0,97007.086,95802.62,91698.46,89513.96,83783.19,87322.95,4790.7026,4355.0947,3772.8352,3497.7366,3733.3774,3285.0693,0
20000.0,1,1,2,35.0,0,0,0,0,0,0,19022.738,18075.41,18575.006,18898.727,14796.701,10036.115,1500.0,1500.0,2253.3347,0.0,0.0,940.7599,0
80000.0,2,2,2,29.0,0,2,0,0,0,0,50975.418,50856.184,48508.91,46229.094,44030.11,42856.676,2000.0,2300.0,2076.393,2000.0,2000.0,2000.0,0
50000.0,1,2,1,34.0,0,0,0,0,0,0,11301.602,12021.445,9214.678,7786.1177,4618.246,6012.0356,1500.0,1308.9729,1056.4174,0.0,652.7629,551.04926,0
200000.0,2,2,1,39.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,2,1,2,30.901285,2,2,2,2,0,0,39067.277,36205.3,33680.7,33578.02,31232.426,31240.912,2000.0,1800.0,1300.0,2000.0,1910.2756,2000.0,1
30000.0,1,2,1,34.0,2,2,0,0,0,0,10718.38,8534.382,9988.151,9026.676,9864.621,1371.5063,0.0,1401.089,326.1285,1894.1438,0.0,0.0,1
89305.05,1,2,2,35.0,2,0,0,0,0,0,70321.74,71951.34,66344.484,64463.535,60504.97,61746.85,3500.0,3000.0,2709.1619,2896.0383,2587.5378,2367.0544,1
120000.0,1,3,1,37.0,0,0,0,0,0,0,77448.195,78186.73,73529.81,69382.36,59422.137,56321.566,3283.1665,3230.2605,2602.6575,2373.994,2060.5337,2000.0,0
80000.0,1,1,2,29.0,0,0,0,0,0,0,54992.64,52614.652,51878.918,50646.887,48404.242,48882.414,3000.0,3513.7195,2000.0,2174.7075,2093.3635,2210.9146,0
200000.0,2,3,1,35.0,0,0,0,0,0,0,36259.215,33408.375,31463.629,31602.914,30482.287,30495.871,2689.8145,2697.0188,5000.0,3000.0,3000.0,2996.4922,0
120000.0,1,1,2,34.0,0,0,0,0,0,0,90089.9,84852.45,78771.29,78240.375,72342.45,71813.555,3738.132,3839.9307,4500.0,4000.0,3000.0,3389.4607,0
100000.0,1,2,2,30.0,2,2,2,2,2,2,82471.836,86833.45,81917.53,82199.664,87156.03,91223.81,4870.026,3499.3108,2831.9204,3500.0,4003.7793,4200.0,1
90000.0,2,2,2,29.0,0,0,0,0,0,0,22637.877,21811.422,24153.576,21771.58,19989.498,12240.178,1700.0,1832.5851,1590.4841,1528.0212,0.0,780.0,0
180000.0,2,2,2,31.0,0,0,0,0,0,0,126931.875,121860.03,119246.53,118853.6,116292.734,111979.44,5000.0,5000.0,5174.966,4938.013,4746.9863,4796.8403,0
80000.0,2,2,2,31.0,0,0,0,0,0,0,51435.875,52798.598,50325.117,49455.668,47492.34,47668.89,2507.807,3000.0,2296.9768,2042.6166,2388.279,2193.5027,0
80000.0,2,2,2,26.0,0,0,0,0,0,0,24118.168,23655.934,22729.896,22134.06,20293.904,20199.18,1600.6809,1700.0,1552.2506,1000.0,1200.0,1000.0,0
80000.0,2,1,2,26.0,0,0,0,0,0,0,66724.516,63881.94,61075.184,59327.52,56000.184,55126.793,2798.919,3000.0,2800.0,2101.9385,2001.916,2071.285,0
60000.0,2,2,2,32.0,0,0,0,0,0,0,44416.855,43853.695,40502.418,36897.69,33386.54,31807.672,2023.6696,2000.0,1661.8329,1499.1953,1464.082,2000.0,0
30000.0,1,3,1,43.0,1,2,2,0,0,2,18773.854,20866.156,18862.58,18408.545,19190.172,19592.213,2000.0,0.0,1100.0,1399.4552,660.5246,593.11176,1
100000.0,2,2,1,37.0,0,0,0,0,0,0,30993.637,30381.623,28990.041,29104.65,28304.598,29170.082,2000.0,2000.0,2000.0,2000.0,2099.9148,1596.7676,1
100000.0,2,2,1,32.0,0,0,0,0,0,0,66127.73,66518.9,63359.094,61258.09,54879.63,56228.85,3000.0,2836.2322,2500.0,2393.7185,2998.6711,2404.5974,0
200000.0,1,1,2,32.0,-2,-2,0,0,-2,-2,4160.848,4123.0986,3535.2222,3268.1785,2907.4482,3822.423,1800.0,1600.0,1200.0,1976.795,2299.7458,2000.0,0
80000.0,2,3,2,28.0,0,0,0,0,0,0,36237.7,34157.79,32418.605,29519.969,29594.932,29746.035,2000.0,2000.0,1738.2931,1500.0,1414.1505,1565.146,0
190000.0,2,1,2,27.331503,-2,-2,-2,-2,-2,-2,6857.744,5070.3315,8888.996,6639.668,2805.2913,2808.3855,5000.0,9287.072,4661.879,2500.0,3107.423,4269.76,0
300000.0,2,2,2,30.0,-1,-1,-1,-1,-1,-1,3308.7346,5169.085,2647.7598,3213.7642,2551.2446,1828.0978,5343.215,3000.0,3487.848,2914.1042,2000.0,3000.0,1
30000.0,2,3,1,35.0,0,0,0,0,0,0,25483.143,26510.746,25640.379,24288.709,22162.457,25268.404,1671.7886,2000.0,1200.0432,1001.24976,1300.7968,1490.0457,1
50000.0,2,2,2,27.0,0,0,0,0,0,0,31373.314,30484.555,29821.092,28394.215,25920.607,24947.547,1989.1989,2000.0,1500.0,1096.6732,1000.0,1400.1412,0
140000.0,1,1,2,34.0,0,0,0,0,0,0,97717.43,96508.49,94166.305,90310.664,83916.25,87924.52,3897.2983,4000.0,3196.4133,3096.677,3009.1218,3005.9248,1
150000.0,2,2,2,26.0,0,0,0,0,0,0,51497.562,51816.734,50234.13,48697.24,45121.445,45820.176,2856.3818,2448.2595,2200.5737,2000.0,2074.9595,2000.0,0
90000.0,1,2,2,26.0,0,0,0,0,0,0,46861.42,46394.496,44498.36,41580.07,37986.324,39250.168,2269.803,2083.173,1540.8263,1824.7091,2000.0,1983.5754,0
180000.0,2,1,2,30.0,0,-1,0,0,0,0,9301.14,10110.394,15109.652,16436.617,14864.099,15683.009,4390.0386,4000.0,2093.19,1939.0309,2562.439,3700.716,0
120000.0,2,2,1,44.0,0,0,0,0,0,0,59055.82,56978.266,56659.992,55217.51,50964.19,51424.56,2703.9102,2720.705,2433.6082,2063.9075,3000.0,2200.0,0
140000.0,2,2,1,34.0,0,0,0,0,0,0,103249.99,102757.14,98617.016,94466.945,89767.055,87261.44,5001.5444,4796.3545,3397.0906,3200.0,3215.002,3205.0288,0
50000.0,2,3,1,45.0,0,0,0,0,0,0,25083.703,26149.877,23692.016,22231.404,20051.906,20300.412,1588.4119,1588.0256,1238.2275,1000.0,1000.0,1000.0,0
131827.14,1,1,2,28.0,0,0,0,0,0,0,87018.664,83437.625,80290.64,79897.08,77912.805,79062.79,3372.6028,3892.1575,3118.4683,2907.8596,3000.0,3000.0,1
1000000.0,1,3,2,21.0,0,-2,2,-2,-2,0,-165580.0,-69777.0,-157264.0,891586.0,-81334.0,961664.0,0.0,1684259.0,0.0,621000.0,426529.0,0.0,0
230000.0,2,2,2,28.0,-2,-1,-1,-2,-2,-2,943.9614,798.67554,864.3592,1109.5726,755.1652,1698.1034,1257.2439,1951.3398,1580.5503,1127.3206,1521.8339,1083.6064,0
50000.0,1,1,2,27.0,0,0,0,0,0,0,40130.605,36966.418,34032.453,30650.531,28919.398,28599.012,2000.0,2000.0,1500.0,1239.993,1500.0,1653.747,0
360000.0,1,1,2,41.0,0,0,0,0,-1,-1,50217.125,56856.83,48539.168,29637.254,16967.078,14521.32,13703.586,4493.2607,1700.0,3000.0,2006.7776,3000.0,0
80000.0,2,2,2,30.0,0,0,0,0,0,0,68881.87,66493.89,63085.164,61884.016,59006.457,57538.297,3200.0393,2890.5583,2605.5593,2500.0,2930.364,2500.0,0
130000.0,2,1,2,30.0,0,0,0,0,-1,0,14523.727,14299.234,12975.176,11137.406,7784.994,9752.056,2500.0,2760.763,1800.0,2328.0154,2000.0,2035.9808,0
50000.0,2,2,1,41.0,0,0,0,0,0,0,26204.586,26259.012,24909.31,24630.535,23470.654,24342.182,1601.8302,1638.496,1713.6205,1000.0,1100.0,1165.4005,1
1000000.0,1,1,1,79.0,-2,1,-2,-1,4,4,964511.0,983931.0,1664089.0,891586.0,927171.0,375191.75,873552.0,1684259.0,896040.0,621000.0,0.0,528666.0,0
120000.0,2,3,1,35.0,0,0,0,0,0,0,32426.621,30743.328,29089.867,27881.252,25695.506,25892.654,2000.0,1865.4717,1500.0,1077.92,1275.0496,1400.0,0
350000.0,1,2,1,35.0,-1,-1,-1,-1,-1,0,1423.4637,2309.9736,1846.6024,1500.4744,1506.9131,3404.997,2029.5099,2002.9745,2429.5679,2000.0,1500.0,1848.6943,0
200000.0,2,2,1,36.0,0,0,0,0,0,0,104892.945,102777.91,100466.19,98461.52,94321.85,92790.625,5000.0,4066.552,3342.6567,4000.0,4000.0,3305.359,0
30000.0,1,3,2,45.0,1,2,2,2,2,0,17630.785,18836.023,19299.076,19099.352,18744.523,17706.062,1447.4155,1640.4814,1252.9652,0.0,1000.0,692.73535,1
200000.0,2,1,2,29.0,-1,-1,-1,-1,0,0,1501.1426,2236.5083,3776.1309,5251.474,5980.4062,3731.958,2475.4355,3804.895,3189.1702,1000.0,1125.2028,1000.0,0
150000.0,1,2,2,35.0,0,0,0,0,0,0,85934.305,83440.93,82235.945,80489.17,75828.22,80017.555,3746.2397,3656.176,3096.0146,3100.0,5876.0566,3706.9739,0
50000.0,1,2,1,41.0,0,0,0,0,0,-1,26784.084,26690.02,21167.846,19144.014,16650.354,9801.877,1684.9113,1473.9615,1340.3661,1051.8789,1031.4833,1105.4757,0
200000.0,2,1,1,37.0,-1,-1,-1,-1,-1,-1,4418.2437,3210.8547,4926.879,3438.9302,3574.6104,2691.276,3000.0,5000.0,3102.649,3784.4998,2776.682,2573.025,0
240000.0,2,1,1,34.0,-1,-1,-1,0,0,-1,2998.9543,2888.1462,4640.9624,9350.103,8981.662,4374.7944,2063.962,4248.1133,3305.5525,2200.0,2204.207,3000.0,1
230000.0,2,3,1,36.0,-1,-1,-1,-1,-1,0,3623.5002,1858.4337,1231.8395,950.61444,4869.4077,6010.373,2000.0,1468.8982,1000.0,5250.0366,1328.3811,1296.2926,0
70000.0,1,2,2,42.406834,0,0,0,0,0,0,56878.992,56876.555,50932.09,50230.758,46555.426,48062.758,2665.5234,2539.2803,2004.3817,1660.5139,1840.0182,2017.6093,1
50000.0,1,2,1,40.0,0,0,0,0,0,0,29631.791,28631.768,27007.57,25421.682,22896.777,23249.16,1906.9324,2000.0,1445.3854,1200.0,1339.5248,3000.0,0
60000.0,1,3,2,41.0,0,0,0,0,0,0,23118.23,22916.967,21093.049,20723.992,19827.541,19992.707,1512.5454,1500.0,1108.7158,1000.0,1000.0,1000.0,0
100000.0,1,1,1,37.0,0,0,0,0,0,0,66923.984,69006.87,63799.035,62503.668,58669.688,58469.703,3500.0,2608.5884,3000.0,2325.1243,2500.0,2500.0,0
80000.0,2,2,2,25.0,0,0,0,0,0,0,49168.8,48412.832,47989.406,45010.047,40299.004,40478.934,2500.0,2563.5264,2000.0,1948.1251,2000.0,2018.7125,0
180000.0,2,1,1,34.0,0,0,0,0,0,0,109680.28,103253.336,97478.34,91152.32,84773.51,84625.44,4837.706,4171.2646,3500.0908,3199.058,3900.284,3030.8542,0
60000.0,2,2,2,31.0,0,0,0,0,0,0,39928.992,39291.26,33835.215,29854.97,28399.674,27287.637,1914.4918,1876.7003,1465.6152,1000.0,1085.5149,1000.0,0
999642.75,1,3,1,21.0,1,2,0,0,-1,0,964511.0,983931.0,1664089.0,891586.0,927171.0,961664.0,873552.0,0.0,896040.0,621000.0,426529.0,0.0,0
70000.0,2,2,2,30.0,0,0,0,0,0,0,34401.566,34070.883,31097.604,30043.746,29086.736,29471.297,2000.0,2000.0,1700.0,1200.0,1231.8864,2000.0,1
